user_id,country,age_group,gender,customer_tier,preferred_sport,registration_date,is_active
233,United Kingdom,35-44,Female,Gold,Rugby,2023-10-09,True
234,Australia,25-34,Male,Bronze,Rugby,2022-03-02,True
235,Australia,25-34,Female,Bronze,Football,2022-08-23,False
236,United Kingdom,18-24,Male,Bronze,Football,2022-03-11,True
237,Australia,35-44,Female,Bronze,Football,2022-02-02,True
238,Australia,35-44,Male,Silver,Volleyball,2022-12-05,True
239,United Kingdom,18-24,Female,Bronze,Volleyball,2022-03-14,True
240,Australia,25-34,Male,Bronze,Football,2023-06-11,True
241,New Zealand,55+,Male,VIP,Football,2022-09-01,True
242,Canada,25-34,Male,Silver,Rugby,2022-10-13,False
243,New Zealand,25-34,Male,Bronze,Snooker,2023-11-17,True
244,Australia,45-54,Male,VIP,Rugby,2023-05-13,True
245,Australia,35-44,Male,Bronze,Basketball,2022-08-08,True
246,New Zealand,35-44,Female,Bronze,Football,2023-07-07,True
247,Australia,45-54,Male,Gold,Tennis,2022-05-16,True
248,Canada,45-54,Female,Bronze,Football,2023-08-08,True
249,Canada,25-34,Female,Silver,Rugby,2023-08-14,True
250,New Zealand,25-34,Male,Bronze,Football,2023-04-30,True
251,Australia,25-34,Male,Bronze,Volleyball,2022-09-06,True
252,Australia,55+,Male,Silver,Football,2023-04-30,False
253,New Zealand,35-44,Male,Bronze,Rugby,2023-02-21,True
254,Australia,18-24,Male,Silver,Football,2022-07-14,True
255,Australia,45-54,Female,Silver,Tennis,2022-04-07,True
256,United Kingdom,25-34,Male,Gold,Basketball,2022-04-10,False
257,New Zealand,18-24,Male,Silver,Football,2023-11-06,True
258,United Kingdom,35-44,Male,Bronze,Snooker,2023-03-18,False
259,United Kingdom,25-34,Female,Gold,Tennis,2022-12-29,True
260,Australia,45-54,Male,Silver,Tennis,2023-03-10,True
261,United Kingdom,25-34,Male,Silver,Volleyball,2023-02-25,True
262,Canada,45-54,Male,Gold,Volleyball,2023-04-24,True
263,Australia,35-44,Male,Silver,Tennis,2022-02-25,True
264,Australia,18-24,Female,Bronze,Snooker,2023-11-21,True
265,New Zealand,55+,Female,Silver,Football,2023-11-01,True
266,United Kingdom,25-34,Male,Bronze,Football,2023-10-24,True
267,United Kingdom,25-34,Male,Bronze,Basketball,2022-04-11,True
268,United Kingdom,25-34,Male,Silver,Football,2022-03-04,True
269,Australia,45-54,Male,Bronze,Tennis,2023-02-17,True
270,Australia,25-34,Male,Bronze,Football,2022-12-14,True
271,Ireland,25-34,Male,Bronze,Tennis,2022-04-22,True
272,Ireland,18-24,Male,Silver,Rugby,2022-09-12,True
273,New Zealand,25-34,Female,Bronze,Basketball,2022-07-16,True
274,New Zealand,45-54,Male,Silver,Table Tennis,2022-07-14,True
275,Australia,25-34,Female,Bronze,Rugby,2023-07-04,True
276,Australia,25-34,Male,Bronze,Football,2023-04-05,False
277,Ireland,18-24,Male,Bronze,Football,2022-05-24,True
278,United Kingdom,25-34,Female,Silver,Football,2023-03-09,True
279,United Kingdom,55+,Male,Bronze,Volleyball,2022-07-07,True
280,Ireland,25-34,Male,VIP,Football,2022-10-13,True
281,New Zealand,55+,Male,Gold,Football,2023-04-19,True
282,Australia,25-34,Male,Gold,Handball,2022-09-13,True
283,Australia,18-24,Female,Gold,Basketball,2022-03-19,True
284,Australia,45-54,Female,Bronze,Football,2023-03-30,True
285,United Kingdom,25-34,Male,Silver,Football,2023-07-18,True
286,Australia,35-44,Male,Silver,Volleyball,2022-04-11,True
287,Australia,55+,Male,Silver,Handball,2022-02-21,True
288,Australia,18-24,Male,Gold,Football,2023-10-30,True
289,Australia,18-24,Male,Silver,Tennis,2023-07-08,True
290,United Kingdom,35-44,Male,VIP,Volleyball,2022-01-16,True
291,Australia,25-34,Male,Bronze,Rugby,2022-04-06,True
292,Australia,25-34,Male,Gold,Rugby,2022-08-31,True
293,Ireland,18-24,Male,Silver,Tennis,2022-06-20,True
294,Australia,18-24,Male,Silver,Handball,2023-02-21,True
295,Australia,35-44,Male,Bronze,Football,2023-05-13,True
296,Australia,18-24,Female,Silver,Football,2023-05-08,True
297,Ireland,25-34,Female,Gold,Ice Hockey,2022-08-07,False
298,Australia,35-44,Male,Bronze,Tennis,2023-02-15,True
299,United Kingdom,25-34,Male,Silver,Volleyball,2022-03-02,True
300,Australia,18-24,Female,Bronze,Football,2022-06-18,True
301,Australia,45-54,Female,VIP,Volleyball,2023-01-24,True
302,Australia,18-24,Female,Bronze,Football,2022-01-03,True
303,Australia,35-44,Male,Bronze,Basketball,2023-02-04,False
304,United Kingdom,45-54,Female,Bronze,Football,2022-09-29,True
305,United Kingdom,25-34,Male,Silver,Basketball,2023-04-11,True
306,Canada,35-44,Female,Bronze,Ice Hockey,2022-10-20,True
307,Australia,25-34,Female,Silver,Football,2023-03-10,True
308,Australia,25-34,Male,Gold,Football,2023-12-15,False
309,Ireland,45-54,Female,Gold,Tennis,2023-07-24,True
310,Australia,45-54,Male,Bronze,Volleyball,2023-11-09,True
311,Australia,25-34,Female,VIP,Football,2023-05-14,False
312,Australia,35-44,Male,Silver,Football,2022-06-08,True
313,Australia,55+,Female,Bronze,Football,2022-07-14,True
314,Canada,55+,Male,Bronze,Snooker,2022-10-31,False
315,Ireland,25-34,Male,Bronze,Football,2022-08-11,True
316,United Kingdom,25-34,Male,Gold,Football,2022-03-01,True
317,Australia,25-34,Male,Bronze,Rugby,2023-08-17,True
318,Australia,55+,Male,Bronze,Ice Hockey,2023-07-10,True
319,Australia,18-24,Male,Silver,Football,2022-03-04,True
320,Australia,35-44,Male,Silver,Table Tennis,2022-11-18,True
321,Australia,25-34,Male,Silver,Basketball,2022-02-28,True
322,United Kingdom,25-34,Male,Silver,Tennis,2022-02-21,True
323,United Kingdom,25-34,Female,Bronze,Football,2023-08-22,True
324,Australia,55+,Male,Gold,Handball,2023-05-04,True
325,Canada,18-24,Male,Bronze,Football,2023-05-30,True
326,United Kingdom,35-44,Male,Silver,Football,2023-06-28,True
327,United Kingdom,18-24,Male,Silver,Football,2022-06-11,True
328,United Kingdom,18-24,Male,Bronze,Ice Hockey,2022-02-28,True
329,Australia,25-34,Male,VIP,Basketball,2023-06-05,True
330,Australia,25-34,Female,Bronze,Basketball,2022-03-24,True
331,Australia,25-34,Male,Bronze,Football,2022-07-10,True
332,Ireland,25-34,Male,Gold,Basketball,2022-03-12,True
333,Australia,18-24,Male,Silver,Rugby,2023-09-02,True
334,Australia,25-34,Male,Silver,Football,2022-03-11,False
335,Australia,55+,Male,Silver,Rugby,2023-11-23,True
336,Australia,55+,Female,Gold,Football,2022-08-29,True
337,New Zealand,25-34,Male,Bronze,Ice Hockey,2023-02-18,False
338,United Kingdom,35-44,Male,Bronze,Football,2022-05-03,True
339,Australia,45-54,Male,Bronze,Tennis,2023-08-07,True
340,Australia,18-24,Female,Bronze,Baseball,2022-09-10,False
341,Australia,45-54,Male,Silver,Table Tennis,2023-08-16,True
342,Australia,55+,Male,Bronze,Football,2023-09-01,False
343,Australia,18-24,Male,Bronze,Tennis,2022-02-10,True
344,Australia,18-24,Male,Bronze,Football,2023-09-27,False
345,Australia,55+,Female,Silver,Volleyball,2022-03-25,True
346,United Kingdom,35-44,Male,Gold,Tennis,2023-03-06,True
347,United Kingdom,18-24,Male,Bronze,Football,2023-11-05,True
348,Australia,25-34,Female,Silver,Football,2023-08-21,True
349,Australia,25-34,Male,Bronze,Snooker,2023-08-02,True
350,United Kingdom,35-44,Male,Silver,Tennis,2023-06-20,True
351,Australia,35-44,Male,Bronze,Football,2022-11-20,True
352,New Zealand,55+,Male,Bronze,Football,2022-09-25,False
353,United Kingdom,25-34,Male,Silver,Football,2022-07-29,True
354,Australia,35-44,Female,Gold,Basketball,2023-11-17,False
355,Australia,35-44,Male,Bronze,Snooker,2022-11-18,True
356,United Kingdom,25-34,Male,Silver,Volleyball,2022-09-02,True
357,Australia,18-24,Female,Silver,Tennis,2022-09-29,True
358,United Kingdom,55+,Male,Gold,Rugby,2023-02-10,True
359,New Zealand,45-54,Male,Bronze,Tennis,2022-05-15,True
360,United Kingdom,25-34,Male,Bronze,Football,2023-11-19,True
361,Australia,35-44,Female,Gold,Table Tennis,2023-10-23,True
362,United Kingdom,25-34,Female,Bronze,Football,2022-11-04,True
363,Australia,35-44,Female,Bronze,Football,2023-04-14,True
364,Australia,35-44,Female,Bronze,Table Tennis,2022-11-20,False
365,New Zealand,25-34,Male,Gold,Football,2022-03-16,True
366,Australia,55+,Male,Bronze,Rugby,2022-01-10,True
367,Canada,35-44,Female,Gold,Snooker,2023-04-15,False
368,New Zealand,25-34,Male,Bronze,Tennis,2023-09-29,True
369,Australia,35-44,Male,Bronze,Football,2023-07-31,True
370,Australia,18-24,Male,Bronze,Football,2022-04-13,False
371,Australia,25-34,Male,Bronze,Football,2022-03-17,True
372,Australia,25-34,Female,Silver,Tennis,2023-07-05,False
373,Australia,25-34,Male,Silver,Rugby,2022-08-07,True
374,United Kingdom,45-54,Male,Bronze,Tennis,2023-06-03,True
375,Australia,25-34,Female,Bronze,Tennis,2022-09-29,True
376,Australia,45-54,Male,Silver,Tennis,2022-05-16,False
377,Ireland,35-44,Male,Gold,Basketball,2022-12-24,False
378,Australia,25-34,Male,Silver,Volleyball,2022-03-12,False
379,Ireland,45-54,Female,Gold,Football,2022-09-08,True
380,Australia,25-34,Female,Bronze,Rugby,2023-01-14,True
381,Australia,25-34,Female,Gold,Tennis,2022-10-19,True
382,United Kingdom,25-34,Male,Bronze,Football,2022-06-11,False
383,United Kingdom,25-34,Male,Bronze,Football,2023-03-25,True
384,New Zealand,18-24,Female,Gold,Football,2023-07-11,True
385,United Kingdom,35-44,Female,Gold,Basketball,2023-12-22,True
386,Ireland,25-34,Male,Silver,Football,2022-11-06,True
387,Australia,25-34,Male,Bronze,Snooker,2023-09-19,True
388,Australia,55+,Female,Bronze,Tennis,2023-11-01,True
389,Ireland,35-44,Female,Bronze,Snooker,2023-06-26,True
390,Ireland,45-54,Female,Gold,Football,2022-01-09,False
391,Canada,18-24,Female,Bronze,Football,2023-11-15,True
392,Australia,35-44,Male,Gold,Football,2023-07-22,True
393,Australia,45-54,Male,Bronze,Football,2022-11-03,True
394,Ireland,35-44,Male,Gold,Volleyball,2023-11-11,False
395,Australia,35-44,Male,Gold,Football,2022-04-17,True
396,New Zealand,25-34,Female,Bronze,Tennis,2022-05-18,True
397,New Zealand,18-24,Male,Bronze,Football,2022-09-28,True
398,Australia,25-34,Male,Gold,Tennis,2022-04-29,True
399,Ireland,25-34,Male,Silver,Volleyball,2022-04-20,False
400,Ireland,45-54,Male,Silver,Basketball,2023-07-21,False
401,Australia,25-34,Male,Silver,Ice Hockey,2022-06-09,True
402,New Zealand,55+,Male,Bronze,Football,2022-10-06,True
403,Australia,55+,Male,Gold,Snooker,2022-10-16,True
404,Ireland,25-34,Male,Bronze,Ice Hockey,2023-09-12,True
405,Australia,25-34,Female,Gold,Tennis,2022-08-04,True
406,New Zealand,45-54,Male,Bronze,Tennis,2022-12-18,True
407,Australia,55+,Male,Silver,Handball,2022-07-28,True
408,Australia,25-34,Male,Bronze,Tennis,2023-12-05,False
409,New Zealand,25-34,Male,Bronze,Ice Hockey,2023-10-12,True
410,Australia,25-34,Male,Bronze,Tennis,2022-09-28,True
411,Australia,35-44,Female,Silver,Football,2023-06-02,True
412,Canada,25-34,Female,Silver,Ice Hockey,2023-05-16,True
413,Canada,35-44,Male,Gold,Basketball,2022-09-15,False
414,United Kingdom,18-24,Male,Bronze,Tennis,2022-02-22,True
415,United Kingdom,18-24,Female,Silver,Basketball,2022-04-05,True
416,Australia,25-34,Female,Silver,Football,2023-10-12,True
417,Australia,25-34,Male,Bronze,Rugby,2023-03-10,True
418,Australia,25-34,Male,Bronze,Snooker,2022-10-11,False
419,United Kingdom,25-34,Male,Bronze,Handball,2022-02-15,True
420,Ireland,25-34,Male,Bronze,Football,2022-01-04,False
421,Ireland,25-34,Male,Bronze,Tennis,2022-12-08,False
422,Ireland,25-34,Male,Silver,Rugby,2022-05-14,False
423,Australia,55+,Male,Bronze,Basketball,2023-10-15,False
424,Australia,25-34,Male,Silver,Tennis,2022-09-26,True
425,Australia,25-34,Female,Gold,Snooker,2022-06-15,False
426,Australia,35-44,Female,Silver,Tennis,2023-03-29,True
427,Australia,55+,Male,Silver,Tennis,2023-07-19,True
428,New Zealand,25-34,Female,Bronze,Football,2023-12-24,True
429,Australia,35-44,Male,Gold,Football,2023-03-14,True
430,Australia,35-44,Female,Bronze,Football,2023-07-29,True
431,Australia,35-44,Male,Silver,Handball,2022-01-10,True
432,Ireland,18-24,Male,VIP,Tennis,2022-04-25,True
433,United Kingdom,35-44,Male,Silver,Tennis,2022-03-19,True
434,Australia,18-24,Male,Silver,Volleyball,2023-12-09,True
435,Australia,35-44,Female,Bronze,Basketball,2022-06-02,True
436,United Kingdom,35-44,Male,Bronze,Basketball,2023-07-13,True
437,Australia,25-34,Male,Silver,Football,2022-02-06,True
438,Ireland,45-54,Male,Bronze,Volleyball,2023-01-14,True
